"","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox Office","WorldwideBox Office","Trailer","MPAA_Rating","Production_Method","Genre","Running_Time","Keywords","Franchise","Production_Companies","Production_Countries","Source","Creative_Type","warner","Columbia","Universal_Pictures","Walt_Disney_Pictures","Marvel_Studios","Paramount_Pictures","Century_Fox","Relativity_Media","DreamWorks_Pictures","New_Line_Cinema","Dune_Entertainment","Canal_Plus","Regency_Enterprises","Lionsgate","BBC_Films","StudioCanal","Working_Title_Films","Blumhouse","BFI","France","Cine_Plus","Participant_Media","Village_Roadshow_Productions","Metro_Goldwyn_Mayer_Pictures","Year","month"
"1318","Nov 22, 1995","Toy Story",3e+07,29140617,191796233,364545516,0,"G","Digital Animation","Adventure",80,"Living Toys, Family Movie, 3-D",1,"Disney-Pixar","United States","Original Screenplay","Kids Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Nov"
"1319","May 24, 2019","Ad Astra",NA,NA,NA,NA,0,NA,"Live Action","Thriller/Suspense",NA,NA,0,"Regency Enterprises, Bona Film Group, Plan B Entertainment","Brazil,United States","Original Screenplay","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,"May"
"1323","Feb 17, 2017","A Cure for Wellness",NA,4356941,8106986,24460666,1,"R","Live Action","Thriller/Suspense",146,"Health Spa, Medical Crimes, Switzerland, Sex Crimes, Abusive Therapists, Gothic Horror",0,"New Regency, Regency Enterprises, Blind Wink","United States","Original Screenplay","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,"Feb"
"1324","Dec 21, 2016","Assassin’s Creed",1.25e+08,10278225,54647948,240786768,1,"PG-13","Live Action","Action",116,"Time Travel, Corporate Malfeasance, Assassination, Hitmen, Magical Technology, Spanish Inquisition, Voodoo, Computer Simulation",0,"Regency Enterprises, Ubisoft Entertainment, New Regency, DMC Film, The Kennedy/Marshall Company","United States","Based on Game","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,"Dec"
"1325","Nov 23, 2016","Rules Don’t Apply",26700000,1589625,3652206,3871448,1,"PG-13","Live Action","Romantic Comedy",127,"Directing Yourself, Screenplay Written By the Star, Hollywood, Aspiring Actress / Actor, Romance, 1950s",0,"Regency Enterprises, RatPac Entertainment, Demarest Films, Windsor Media, Tatira, Robson Orr Entertainment, Shangri-La Entertainment, Fiore Group, Worldview Entertainment","United States","Based on Fiction Book/Short Story","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,"Nov"
"1326","Dec 25, 2015","The Revenant",1.35e+08,474560,183637894,532950503,1,"R","Live Action","Adventure",156,"Animals Gone Bad, 1800s, Left for Dead, Native Americans, Dream Sequence, Development Hell, 2016 Oscars Best Picture Nominee, Revenge, Betrayal",0,"RatPac Entertainment, Anonymous Content, M. Productions, Appian Way, Regency Enterprises, New Regency","United States","Based on Fiction Book/Short Story","Dramatization",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,"Dec"
"1327","Dec 18, 2015","Alvin and the Chipmunks: Th…",9e+07,14287159,85886987,249517956,1,"PG","Animation/Live Action","Adventure",86,"Animal Lead, Talking Animals, Road Trip, Step-Family, Romance, Miami, Florida",1,"Fox 2000 Pictures, Bagdasarian Company, Regency Enterprises","United States","Based on TV","Kids Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,"Dec"
"1328","Dec 11, 2015","The Big Short",2.8e+07,705527,70259870,133162752,1,"R","Live Action","Drama",130,"Market Bubble, Corporate Malfeasance, Breaking the Fourth Wall, Voiceover/Narration, Gratuitous Cameos, 2016 Oscars Best Picture Nominee, Prologue, Intertitle, Suicide, Death of a Sibling, Depression, 2000s, Las Vegas, Epilogue",0,"Plan B Entertainment, Regency Enterprises","United States","Based on Factual Book/Article","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,"Dec"
"1330","Apr 17, 2015","True Story",NA,1950214,4719695,5894210,1,"R","Live Action","Drama",104,"Investigative Journalist, Stolen Identity, Familicide, Courtroom Drama, Epilogue",0,"New Regency, Regency Enterprises, Plan B Entertainment","United States","Based on Factual Book/Article","Dramatization",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,"Apr"
"1331","Mar 6, 2015","Unfinished Business",3.5e+07,4772613,10219501,13214051,1,"R","Live Action","Comedy",91,"Buddy Comedy, Professional Rivalry, Fired, Teenage Sex Comedy, Money Troubles",0,"Escape Artists, New Regency, Regency Enterprises","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,"Mar"
"1332","Oct 21, 2014","Wrong Turn 6: Last Resort",NA,NA,NA,NA,0,"R","Live Action","Horror",NA,"Teenage Slasher",1,"Regency Enterprises","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,"Oct"
"1333","Oct 17, 2014","Birdman or (The Unexpected …",1.8e+07,424397,42340598,103215094,1,"R","Live Action","Black Comedy",119,"Theater Actor, Theater, Mental Illness, Voiceover/Narration, Dysfunctional Family, Broadway, 2015 Oscars Best Picture Nominee, Comeback, Digital Cinematography, Rehab / Former Addict, Black Out Drunk, Oscars Best Picture Winner",0,"New Regency, M. Productions, Le Grisbi, Worldview Entertainment, Fox Searchlight Pictures, Regency Enterprises","United States","Original Screenplay","Fantasy",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,"Oct"
"1334","Oct 3, 2014","Gone Girl",6.1e+07,37513109,167767189,368567189,1,"R","Live Action","Thriller/Suspense",149,"Faked Pregnancies, Faked Death, Framed, Missing Person, Relationships Gone Wrong, Fired, New York, In-Laws / Future In-Laws, Twins, Infidelity, Surprise Twist, Novel or Other Work Adapted by Author, Psychological Thriller",0,"Regency Enterprises, TSG Entertainment","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,"Oct"
"1335","Jun 17, 2014","Joy Ride 3",NA,NA,NA,NA,0,"R","Live Action","Thriller/Suspense",NA,NA,1,"Regency Enterprises","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,"Jun"
"1337","Oct 18, 2013","12 Years a Slave",2e+07,923715,56671993,181025343,1,"R","Live Action","Drama",133,"Slavery, Biography, Fugitive / On the Run, Escape, Sex Crimes, Non-Chronological, Epilogue, Intertitle, Musicians, 2014 Oscars Best Picture Nominee, Oscars Best Picture Winner, 1800s",0,"Regency Enterprises, River Road Entertainment, Plan B Entertainment, New Regency, Film4","United States","Based on Factual Book/Article","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,"Oct"
"1338","Oct 4, 2013","Runner Runner",3e+07,7706712,19316646,60512680,1,"R","Live Action","Thriller/Suspense",91,"Internet, Gambling, Revenge, FBI, Blackmail",0,"Regency Enterprises, New Regency, Appian Way, Double Feature Films","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,"Oct"
"1340","Jan 18, 2013","Broken City",3.5e+07,8268908,19701164,34480045,1,"R","Live Action","Thriller/Suspense",108,"Private Investigator, Corrupt Cops, Hitmen, Political, Political Campaign, Government Corruption, Prologue, Addiction, Infidelity, Blackmail",0,"Regency Enterprises, Emmett/Furla Films, Black Bear, New Regency, Closest to the Hole, Leverage, Allen Hughes, Envision Media, 1984 Private Defense Contractors","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,"Jan"
"1341","Dec 25, 2011","The Darkest Hour",34800000,2993519,21443494,62831715,1,"PG-13","Live Action","Action",89,"Alien Invasion, Visual Effects, 3-D",0,"Regency Enterprises, Summit Entertainment, New Regency, Bazelevs Company, Jacobson Company","Russian Federation,United States","Original Screenplay","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,"Dec"
"1342","Dec 16, 2011","Alvin and the Chipmunks: Ch…",8e+07,23244744,133107389,349088523,1,"G","Animation/Live Action","Adventure",87,"3-D, Talking Animals, Animal Lead, Marooned, Music Industry, Live Action Cartoon, Musicians",1,"Fox 2000 Pictures, Regency Enterprises, Bagdasarian Company","United States","Based on TV","Kids Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,"Dec"
"1343","Dec 13, 2011","George Balanchine's The Nut…",NA,NA,NA,NA,0,NA,"Live Action","Concert/Performance",NA,NA,0,"Regency Enterprises",NA,"Based on Ballet","Fantasy",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,"Dec"
"1344","Oct 28, 2011","In Time",3.5e+07,12050368,37553932,165103952,1,"PG-13","Live Action","Thriller/Suspense",109,"Corrupt Cops, Dystopia, Gangs, Suicide, Digital Cinematography, Fugitive / On the Run, Voiceover/Narration, Prologue",0,"Regency Enterprises, New Regency, Strike Entertainment","United States","Original Screenplay","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,"Oct"
"1345","Sep 30, 2011","What's Your Number?",2e+07,5421669,14011084,30163785,1,"R","Live Action","Romantic Comedy",106,"Relationship Advice, Relationships Gone Wrong, Gratuitous Cameos, Romance, One Night Stand",0,"Regency Enterprises, New Regency, Contrafilm","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,"Sep"
"1346","Jul 1, 2011","Monte Carlo",2e+07,7453944,23186769,39686769,1,"PG","Live Action","Romantic Comedy",109,"Mistaken Identity, Romance, Cross-Class Romance, Prince/Princess, Doppelganger, Dysfunctional Family, Step-Family, Foreign Language, Young Child Dealing with the Death of a Parent, Monte Carlo",0,"Fox 2000 Pictures, Regency Enterprises, Di Novi Pictures","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,"Jul"
"1347","Feb 18, 2011","Big Mommas: Like Father, Li…",3.2e+07,16300803,37915414,82332450,1,"PG-13","Live Action","Comedy",107,"Fat Suit, Cross-Dressing, Undercover, New Guy/Girl in School, College, Romance, African-American, Coming of Age, Musicians, Letting Go, Dysfunctional Family, Rescue",1,"Regency Enterprises, New Regency, Friendly Films, Runteldat Entertainment, Collective    ","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,"Feb"
"1348","Nov 24, 2010","Love and Other Drugs",3e+07,9739161,32367005,102716321,1,"R","Live Action","Drama",112,"Medical and Hospitals, Romance, Corporate Life, Pharmaceuticals",0,"Regency Enterprises, New Regency, Stuber Pictures, Bedford Falls, Fox 2000 Pictures","United States","Based on Factual Book/Article","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,"Nov"
"1349","Aug 18, 2010","Vampires Suck",2e+07,12202831,36661504,81424988,1,"PG-13","Live Action","Comedy",82,"Spoof, Vampire, Voiceover/Narration",0,"Regency Enterprises, New Regency, 3 In The Box Productions","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,"Aug"
"1355","Jan 9, 2009","Bride Wars",3e+07,21058173,58715510,115150424,0,"PG","Live Action","Comedy",89,"Remade",0,"Fox 2000 Pictures, Regency Enterprises, New Regency, Birdie","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,"Jan"
"1356","Dec 25, 2008","Marley & Me",6e+07,36357586,143153751,247812011,0,"PG","Live Action","Comedy",116,"Animal Lead, Death of a Pet",0,"Fox 2000 Pictures, Regency Enterprises, Gil Netter Productions, Sunswept Entertainment","United States","Based on Fiction Book/Short Story","Dramatization",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Dec"
"1357","Aug 15, 2008","Mirrors",3.5e+07,11161074,30691439,77220596,0,"R","Live Action","Horror",111,"Hauntings, Foreign-Language Remake",0,"Regency Enterprises, New Regency","United States","Remake","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Aug"
"1358","Jul 11, 2008","Meet Dave",6e+07,5251918,11803254,50648806,0,"PG","Live Action","Adventure",90,"Friendly Alien on Earth, Robot, Same Actor, Multiple Roles",0,"Twentieth Century Fox, Regency Enterprises, Friendly Films, Guy Walks Into a Bar","United States","Original Screenplay","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Jul"
"1360","Apr 11, 2008","Street Kings",2e+07,12469631,26418667,65457811,0,"R","Live Action","Thriller/Suspense",107,"Corrupt Cops, Hood Film",0,"3 Arts Entertainment, Fox Searchlight Pictures, Regency Enterprises","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Apr"
"1361","Mar 21, 2008","Shutter",8e+06,10447559,25928550,47782426,0,"PG-13","Live Action","Horror",85,"Hauntings",0,"Regency Enterprises, New Regency, Vertigo Entertainment","United States","Remake","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Mar"
"1362","Feb 14, 2008","Jumper",82500000,27354808,80172128,222640812,0,"PG-13","Live Action","Adventure",88,"Mutants, Visual Effects",1,"Regency Enterprises, New Regency, Hypnotic","United States","Based on Fiction Book/Short Story","Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Feb"
"1363","Jan 25, 2008","Meet the Spartans",3e+07,18505530,38233676,84646831,0,"PG-13","Live Action","Comedy",84,"Spoof, Voiceover/Narration",0,"Regency Enterprises, New Regency, 3 In The Box Productions","United States","Original Screenplay","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Jan"
"1364","Dec 14, 2007","Alvin and the Chipmunks",5.5e+07,44307417,217326974,362605033,0,"PG","Animation/Live Action","Adventure",91,"Animal Lead, Talking Animals, 2000s, New York City, New York, Las Vegas, Singers, Hollywood",1,"Regency Enterprises, Fox 2000 Pictures, Bagdasarian Company","United States","Based on TV","Kids Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,"Dec"
"1365","Apr 4, 2007","Firehouse Dog",NA,3838916,13932383,17098297,0,"PG","Live Action","Comedy",111,"Animal Lead",0,"Regency Enterprises, New Regency","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,"Apr"
"1366","Jan 26, 2007","Epic Movie",2e+07,18612544,39739367,86858578,0,"PG-13","Live Action","Comedy",86,"Spoof",0,"Regency Enterprises, New Regency, Paul Schiff Productions","Canada,United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,"Jan"
"1368","Nov 22, 2006","Deck the Halls",5.1e+07,12001256,35093569,46815807,0,"PG","Live Action","Comedy",93,NA,0,"Regency Enterprises, New Regency, Corduroy Films","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,"Nov"
"1369","Jul 21, 2006","My Super Ex-Girlfriend",3e+07,8603460,22530295,60772856,0,"PG-13","Live Action","Comedy",NA,"Relationships Gone Wrong",0,"Regency Enterprises, Pariah Productions, New Regency","United States","Original Screenplay","Super Hero",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,"Jul"
"1370","May 12, 2006","Just My Luck",2.8e+07,5692285,17326650,38159905,0,"PG-13","Live Action","Romantic Comedy",NA,"Movie Business, Music Industry, Tween, Romance",0,"Regency Enterprises, New Regency, Cheyenne Enterprises LLC","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,"May"
"1372","Feb 17, 2006","Date Movie",2e+07,19076261,48548426,85146165,0,"PG-13","Live Action","Comedy",NA,"Spoof, Fat Suit",0,"Regency Enterprises, New Regency","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,"Feb"
"1374","Nov 11, 2005","Bee Season",NA,120544,1180560,4773308,0,"PG-13","Live Action","Drama",NA,NA,0,"Regency Enterprises, Fox Searchlight Pictures, Bona Fide",NA,"Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,"Nov"
"1375","Sep 30, 2005","Little Manhattan",NA,36397,385373,469227,0,"PG","Live Action","Romantic Comedy",90,"Coming of Age, Romance",0,"Regency Enterprises, Pariah Productions, New Regency","United States","Original Screenplay",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,"Sep"
"1376","Jun 10, 2005","Mr. and Mrs. Smith",1.1e+08,50342878,186336279,486124090,0,"PG-13","Live Action","Action",120,"Hitmen, Secret Agent, Assassination, Nightclub, Car Chase, Family Secrets, Secret Identity",0,"Regency Enterprises, New Regency, Summit Entertainment, Weed Road Pictures","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,"Jun"
"1377","Mar 25, 2005","Guess Who",3.5e+07,20671446,68915888,102115888,0,"PG-13","Live Action","Comedy",NA,"In-Laws / Future In-Laws",0,"Regency Enterprises, 3 Arts Entertainment, Tall Trees, Katalyst Films","United States","Remake","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,"Mar"
"1379","Sep 24, 2004","First Daughter",3e+07,4002067,9055010,10419084,0,"PG","Live Action","Romantic Comedy",106,"Cross-Class Romance, Romance, Tween",0,"Regency Enterprises, New Regency, Davis Entertainment, Spirit Dance",NA,"Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,"Sep"
"1380","Apr 23, 2004","Man on Fire",6e+07,22751490,77906816,130968579,0,"R","Live Action","Thriller/Suspense",146,"Kidnap, Rescue, Revenge",0,"Twentieth Century Fox, Regency Enterprises","United States","Remake","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,"Apr"
"1381","Apr 9, 2004","The Girl Next Door",2.5e+07,6003806,14589444,31635150,0,"R","Live Action","Romantic Comedy",108,"Porn Business, Romance, Lacrosse",0,"Regency Enterprises, Fox 2000 Pictures, New Regency","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,"Apr"
"1382","Oct 17, 2003","Runaway Jury",NA,11836705,49440996,67338219,0,"PG-13","Live Action","Thriller/Suspense",NA,"Surprise Twist",0,"Regency Enterprises","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2003,"Oct"
"1383","May 30, 2003","Wrong Turn",1e+07,5161498,15417771,28649556,0,"R","Live Action","Horror",84,"Teenage Slasher, Hicksploitation",1,"Regency Enterprises","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2003,"May"
"1384","May 9, 2003","Down with Love",NA,45029,20305251,35456949,0,"PG-13","Live Action","Romantic Comedy",101,"Romance",0,"Regency Enterprises, Fox 2000 Pictures",NA,"Original Screenplay","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2003,"May"
"1386","May 8, 2002","Unfaithful",5e+07,14065277,52752475,119114494,0,"R","Live Action","Drama",NA,NA,0,"Regency Enterprises","United States","Remake","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,"May"
"1387","Apr 26, 2002","Life, or Something Like It",4e+07,6219234,14448589,14448589,0,"PG-13","Live Action","Romantic Comedy",104,"News, Romance",0,"Regency Enterprises, Davis Entertainment, New Regency","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,"Apr"
"1388","Apr 5, 2002","High Crimes",4.2e+07,14005550,41543207,63781100,0,"PG-13","Live Action","Thriller/Suspense",115,NA,0,"Twentieth Century Fox, Regency Enterprises, New Regency","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,"Apr"
"1389","Dec 21, 2001","Joe Somebody",3.8e+07,3553725,22770864,24515990,0,"PG","Live Action","Comedy",98,NA,0,"Regency Enterprises, Kopelson Entertainment, Fox 2000 Pictures","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,"Dec"
"1391","Oct 5, 2001","Joy Ride",2.3e+07,7347259,21973182,21973182,0,"R","Live Action","Thriller/Suspense",97,"Road Trip",1,"Regency Enterprises","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,"Oct"
"1392","Sep 28, 2001","Don’t Say a Word",5e+07,17090474,54997476,104488383,0,"R","Live Action","Thriller/Suspense",113,"Kidnap",0,"NPV Entertainment, Regency Enterprises, Village Roadshow Productions, Epsilon Motion Pictures, New Regency, Further Films","Australia,United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2001,"Sep"
"1393","Apr 20, 2001","Freddy Got Fingered",1.5e+07,7098459,14249005,14249005,0,"R","Live Action","Comedy",NA,"Directing Yourself, Screenplay Written By the Star, Actors Making Their Directorial Debut, Famously Bad",0,"Regency Enterprises, New Regency, MBST Entertainment",NA,"Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,"Apr"
"1394","Oct 6, 2000","Tigerland",NA,26715,139500,139500,0,"R","Live Action","Drama",NA,"Vietnam War",0,"Regency Enterprises","Germany,United States",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,"Oct"
"1396","Oct 15, 1999","Fight Club",6.5e+07,11035485,37030102,100851705,0,"R","Live Action","Drama",139,"Surprise Twist, Film Noir, Mental Illness, Voiceover/Narration, Unnamed Character, Imaginary Character, Bare Knuckle Fighting, Psychological Thriller",0,"Regency Enterprises, Fox 2000 Pictures, Linson Films","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,"Oct"
"1397","May 14, 1999","A Midsummer Night's Dream",NA,4285620,16071990,25011645,0,"PG-13","Live Action","Comedy",NA,NA,0,"Regency Enterprises","Italy","Based on Play","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,"May"
"1399","Apr 23, 1999","Pushing Tin",3.3e+07,3555032,8408835,8408835,0,"R","Live Action","Comedy",NA,NA,0,"Regency Enterprises, Fox 2000 Pictures","United States","Based on Factual Book/Article","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,"Apr"
"1400","Apr 16, 1999","Goodbye, Lover",NA,1011175,1940299,1940299,0,"R","Live Action","Comedy",NA,NA,0,"Regency Enterprises",NA,"Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,"Apr"
"1401","Feb 5, 1999","Simply Irresistible",6e+06,2232686,4398989,4398989,0,"PG-13","Live Action","Romantic Comedy",NA,"Romance",0,"Regency Enterprises, Polar   ","Germany","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,"Feb"
"1402","Jul 29, 1998","The Negotiator",5e+07,10218831,44705766,49105766,0,"R","Live Action","Action",139,"Corrupt Cops",0,"Regency Enterprises, Mandeville Films, New Regency","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,"Jul"
"1404","Feb 20, 1998","Dangerous Beauty",NA,105989,4553271,4553271,0,"R","Live Action","Drama",NA,NA,0,"Regency Enterprises",NA,"Based on Fiction Book/Short Story","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,"Feb"
"1405","Nov 14, 1997","The Man Who Knew Too Little",2e+07,4604819,13801755,13801755,0,"PG","Live Action","Comedy",94,NA,0,"Regency Enterprises","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,"Nov"
"1406","Oct 17, 1997","Devil's Advocate",5.7e+07,12170536,61007424,153007424,0,"R","Live Action","Drama",NA,"Religious, The Devil",0,"Regency Enterprises","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,"Oct"
"1408","Sep 19, 1997","L.A. Confidential",3.5e+07,5211198,64604977,126204977,0,"R","Live Action","Drama",137,"Film Noir, Corrupt Cops",0,"Regency Enterprises","United States","Based on Fiction Book/Short Story","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,"Sep"
"1410","Apr 18, 1997","Murder at 1600",NA,7962268,25842024,25842024,0,"R","Live Action","Thriller/Suspense",NA,NA,0,"Regency Enterprises","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,"Apr"
"1411","Oct 25, 1996","North Star",NA,NA,NA,NA,0,NA,"Live Action","Adventure",90,NA,0,"Regency Enterprises","United Kingdom","Based on Fiction Book/Short Story","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,"Oct"
